"processed","published_datetime","reporter_name","story_title","story_subhead","story_url","reserved"
"False","2012-05-26T09:00:25.000","Paul Sharpe","Army PFC Buys Ford Mustang After Deployment, Gets 'Really Great Deal'","FORT BLISS, TX — Most soldiers draw up lists of what they want to do when they get back from deployment overseas -- from biting into a Big Mac to…","https://www.duffelblog.com/army-pfc-buys-ford-mustang-after-deployment-gets-really-great-deal"
"False","2012-05-27T09:00:00.000","G-Had","The Dingo Ate Your Battalion: Marines in Australia Plagued by Wildlife Attacks","DARWIN, AUSTRALIA – The recent deployment of United States Marines to Australia was put on hold Monday, following revelations by the Marine Corps that…","https://www.duffelblog.com/tragic-dingo-incident-kangaroo-fighting-plague-second-battalion-3rd-marine-regiment"
"False","2012-05-29T09:00:24.000","Anthony Ryba","Delusional Intelligence Analyst Briefs Plan To Repel Invasion Of Westeros","FORT HUACHUCA, AZ — Military intelligence analysts train for years — honing their skills, plotting over maps, and studying reference sources. But one…","https://www.duffelblog.com/delusional-intelligence-analyst-briefs-plan-to-repel-invasion-of-westeros"
"False","2012-05-29T15:00:00.000","Paul Szoldra","Army Wife Re-enlists Husband Indefinitely With General Power of Attorney","FAYETTEVILLE, NC — True love is often hard to find, but Staff Sgt. Thomas Blake doesn't think so. Blake, a 27D Paralegal Specialist, recently met the…","https://www.duffelblog.com/army-wife-re-enlists-husband-indefinitely-with-general-power-of-attorney"
"False","2012-05-30T09:00:48.000","G-Had","Terminal Lance Creator Revealed To Be Sergeant Major Of Marine Corps","CAMP LEJEUNE, NC – Enlisted Marines everywhere were stunned this week after learning that the creator of enlisted-life comic strip Terminal Lance is…","https://www.duffelblog.com/terminal-lance-creator-revealed-sergeant-major-marine-corps"
"False","2012-05-31T09:00:56.000","The Wolfman","New DoD Language Regulation Bans 'Indecent Language', Soldiers Fucking Pissed","WASHINGTON, D.C. - Military recruit training is known for changing the way servicemembers walk, talk, eat, and sleep, but all have not been equally…","https://www.duffelblog.com/new-dod-regulation-bans-profanity-soldiers-fucking-pissed"
"False","2012-06-01T09:00:29.000","Jake Slager","Bitter Irony For Coast Guard, Seaman Apprentice Arrested For Piracy","STURGEON BAY, WI – A Coast Guardsman was taken away from his barracks room in handcuffs today in what their Public Affairs Office has deemed a 'bitter…","https://www.duffelblog.com/bitter-irony-for-coast-guard-seaman-arrested-for-piracy"
"False","2012-06-02T09:00:40.000","Anthony Ryba","Taliban Proposes 'Call Ahead' Night Raid Policy for U.S. Military","Khost, Afghanistan - The Taliban has asked to join the negotiation of night raids after a recent agreement between the United States and Afghanistan was…","https://www.duffelblog.com/taliban-spokesman-floats-call-ahead-night-raid-policy-for-u-s-military"
"False","2012-06-03T09:00:57.000","G-Had","Lieutenant Screws Up Inventory, Dropped In Shark Tank","FOB DELARAM, AFGHANISTAN – In the middle of southern Afghanistan, a group of Marine officers have just completed an arduous six-hour meeting. When…","https://www.duffelblog.com/lieutenant-screws-up-inventory-dropped-in-shark-tank"
"False","2012-06-05T09:00:11.000","Jack Mandaville","1st Marine Division Paves Way for 'New Corps', Changes Unit Logo","Camp Pendleton, CA - Officials from 1st Marine Division announced on Tuesday that they would be making alterations to the unit's famous blue diamond…","https://www.duffelblog.com/1st-marine-division-vows-to-pave-way-for-new-corps-changes-unit-logo"
"False","2012-06-06T09:00:55.000","G-Had","Son Proudly Follows In Father's, Grandfather's Footsteps In Faking Military Service","CLEVELAND, Ohio – John Jakeman always knew he wanted to be a fake veteran, ever since he grew up following his father Sullivan 'Sully' Jakeman around to…","https://www.duffelblog.com/son-proudly-follows-in-fathers-grandfathers-footsteps-in-faking-military-service"
"False","2012-06-07T09:00:56.000","armydave","Obscure Piece of Equipment 'Probably' In The Conex, 2nd Lt. Says","FORT KNOX, Ky. — Turning over a platoon to a new leader can be a stressful event for most officers, but 1st Lt. Peter Henry isn't worried about it. His…","https://www.duffelblog.com/obscure-piece-of-equipment-probably-in-the-conex-says-2lt"
"False","2012-06-08T09:00:33.000","Ron","Soldier Home from Afghanistan Face Down in Ultimate Nachos, Wife","FORT BRAGG, NC — During a year-long tour in Afghanistan as a member of the 82nd Airborne Division, Specialist Frank Alvarado longed for the creature…","https://www.duffelblog.com/soldier-home-from-afghanistan-face-down-in-ultimate-nachos-wife"
